stage,target_channel,sweep_value,sweep_unit,bias_I,bias_Q,bias_P,pilot_mode,blocks,mag_fI,mag_fQ,mag_fdiff_200,mag_fsum_2200,dc
qtp,p,0.480000,V,5.640000,-6.240000,0.480000,onboard,6,0.007012475,0.009624780,0.000531243,0.000465782,-0.001444527
qtp,p,0.500000,V,5.640000,-6.240000,0.500000,onboard,6,0.006952095,0.009635035,0.000522416,0.000445207,-0.001446125
qtp,p,0.520000,V,5.640000,-6.240000,0.520000,onboard,6,0.006958235,0.009598573,0.000500588,0.000446331,-0.001445660
qtp,p,0.540000,V,5.640000,-6.240000,0.540000,onboard,6,0.006927315,0.009593240,0.000509278,0.000413178,-0.001444728
qtp,p,0.560000,V,5.640000,-6.240000,0.560000,onboard,6,0.006892671,0.009583878,0.000455935,0.000407641,-0.001451151
qtp,p,0.580000,V,5.640000,-6.240000,0.580000,onboard,6,0.006886115,0.009538624,0.000445516,0.000386745,-0.001444968
qtp,p,0.600000,V,5.640000,-6.240000,0.600000,onboard,6,0.006828687,0.009542752,0.000430944,0.000375257,-0.001445799
qtp,p,0.620000,V,5.640000,-6.240000,0.620000,onboard,6,0.006826086,0.009500703,0.000418894,0.000370915,-0.001449773
qtp,p,0.640000,V,5.640000,-6.240000,0.640000,onboard,6,0.006792442,0.009504139,0.000420843,0.000340685,-0.001455673
qtp,p,0.660000,V,5.640000,-6.240000,0.660000,onboard,6,0.006756414,0.009483545,0.000369794,0.000337684,-0.001469001
qtp,p,0.680000,V,5.640000,-6.240000,0.680000,onboard,6,0.006760137,0.009457362,0.000361789,0.000312089,-0.001467188
qtp,p,0.700000,V,5.640000,-6.240000,0.700000,onboard,6,0.006702913,0.009458093,0.000347428,0.000308121,-0.001461164
qtp,p,0.720000,V,5.640000,-6.240000,0.720000,onboard,6,0.006702740,0.009417352,0.000331329,0.000298377,-0.001453554
qtp,p,0.740000,V,5.640000,-6.240000,0.740000,onboard,6,0.006658092,0.009412681,0.000339818,0.000269281,-0.001454503
qtp,p,0.760000,V,5.640000,-6.240000,0.760000,onboard,6,0.006622931,0.009384079,0.000289217,0.000263441,-0.001450528
qtp,p,0.780000,V,5.640000,-6.240000,0.780000,onboard,6,0.006606877,0.009349574,0.000276523,0.000250385,-0.001452005
qtp,p,0.800000,V,5.640000,-6.240000,0.800000,onboard,6,0.006525189,0.009343869,0.000268522,0.000224981,-0.001459703
qtp,p,0.820000,V,5.640000,-6.240000,0.820000,onboard,6,0.006544365,0.009300905,0.000248877,0.000221351,-0.001463688
