stage,target_channel,sweep_value,sweep_unit,bias_I,bias_Q,bias_P,pilot_mode,blocks,mag_fI,mag_fQ,mag_fdiff_200,mag_fsum_2200,dc
qtp,p,0.879999,V,5.130000,-6.020000,0.879999,onboard,6,0.004418584,0.013431743,0.000159699,0.000147426,0.039415278
qtp,p,0.889999,V,5.130000,-6.020000,0.889999,onboard,6,0.004401773,0.013421484,0.000137381,0.000132773,0.039432276
qtp,p,0.899999,V,5.130000,-6.020000,0.899999,onboard,6,0.004402413,0.013431524,0.000098128,0.000120400,0.039544445
qtp,p,0.909999,V,5.130000,-6.020000,0.909999,onboard,6,0.004369667,0.013430015,0.000146269,0.000124048,0.039603900
qtp,p,0.919999,V,5.130000,-6.020000,0.919999,onboard,6,0.004314892,0.013429021,0.000160325,0.000118864,0.039673846
qtp,p,0.929999,V,5.130000,-6.020000,0.929999,onboard,6,0.004269445,0.013435458,0.000168991,0.000105803,0.039726477
qtp,p,0.939999,V,5.130000,-6.020000,0.939999,onboard,6,0.004261510,0.013414320,0.000140429,0.000100521,0.039775580
qtp,p,0.949999,V,5.130000,-6.020000,0.949999,onboard,6,0.004263615,0.013405837,0.000113664,0.000089184,0.039834183
qtp,p,0.959999,V,5.130000,-6.020000,0.959999,onboard,6,0.004238819,0.013429490,0.000108851,0.000081904,0.039908383
qtp,p,0.969999,V,5.130000,-6.020000,0.969999,onboard,6,0.004175070,0.013418998,0.000119377,0.000084975,0.039950889
qtp,p,0.979999,V,5.130000,-6.020000,0.979999,onboard,6,0.004116405,0.013422142,0.000135014,0.000077665,0.040001430
qtp,p,0.989999,V,5.130000,-6.020000,0.989999,onboard,6,0.004114061,0.013415513,0.000146499,0.000062464,0.040064979
qtp,p,0.999999,V,5.130000,-6.020000,0.999999,onboard,6,0.004101883,0.013391904,0.000065620,0.000051505,0.040120728
qtp,p,1.009999,V,5.130000,-6.020000,1.009999,onboard,6,0.004074443,0.013406128,0.000126912,0.000053658,0.040182207
